accession	description	source_file	line_no	clade	source_header	raw_date	reason
PP623116.1	Porcine epidemic diarrhea virus isolate SCABTC-GA, complete genome	G2cchinanew.txt	1090	G2c	PP623116.1|SCABTC-GA|15-Nov-2022|China	15-Nov-2022	missing_or_unparseable_date
PP690527.1	Porcine epidemic diarrhea virus isolate SCCD-P05, complete genome	G2cchinanew.txt	403	G2c	PP690527.1|SCCD-P05|22-Mar-2023|China	22-Mar-2023	missing_or_unparseable_date
PQ014389.1	Porcine epidemic diarrhea virus strain CH-JX-2024, complete genome	G2cchinanew.txt	1088	G2c	PQ014389.1|CH-JX-2024|14-Apr-2024|China	14-Apr-2024	missing_or_unparseable_date
PQ123997.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-CY S protein gene, complete cds	G2cchinanew.txt	1149	G2c	PQ123997.1|SCABTC-PEDV-CY|25-Sep-2023|China	25-Sep-2023	missing_or_unparseable_date
PQ123998.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-DK S protein gene, complete cds	G2cchinanew.txt	959	G2c	PQ123998.1|SCABTC-PEDV-DK|21-Mar-2024|China	21-Mar-2024	missing_or_unparseable_date
PQ124001.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-HT S protein gene, complete cds	G2cchinanew.txt	897	G2c	PQ124001.1|SCABTC-PEDV-HT|05-Sep-2023|China	05-Sep-2023	missing_or_unparseable_date
PQ124002.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-JC S protein gene, complete cds	G2cchinanew.txt	948	G2c	PQ124002.1|SCABTC-PEDV-JC|09-May-2023|China	09-May-2023	missing_or_unparseable_date
PQ124003.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-JL S protein gene, complete cds	G2cchinanew.txt	1130	G2c	PQ124003.1|SCABTC-PEDV-JL|12-Feb-2024|China	12-Feb-2024	missing_or_unparseable_date
PQ124004.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-M6 S protein gene, complete cds	G2cchinanew.txt	1073	G2c	PQ124004.1|SCABTC-PEDV-M6|21-Jan-2024|China	21-Jan-2024	missing_or_unparseable_date
PQ124005.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-M7 S protein gene, complete cds	G2cchinanew.txt	1123	G2c	PQ124005.1|SCABTC-PEDV-M7|19-Feb-2024|China	19-Feb-2024	missing_or_unparseable_date
PQ124006.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-M8 S protein gene, complete cds	G2cchinanew.txt	1150	G2c	PQ124006.1|SCABTC-PEDV-M8|11-Jan-2024|China	11-Jan-2024	missing_or_unparseable_date
PQ124008.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-SL S protein gene, complete cds	G2cchinanew.txt	456	G2c	PQ124008.1|SCABTC-PEDV-SL|03-Oct-2023|China	03-Oct-2023	missing_or_unparseable_date
PQ124009.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-T S protein gene, complete cds	G2cchinanew.txt	840	G2c	PQ124009.1|SCABTC-PEDV-T|24-Nov-2023|China	24-Nov-2023	missing_or_unparseable_date
PQ124010.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-XN S protein gene, complete cds	G2cchinanew.txt	1005	G2c	PQ124010.1|SCABTC-PEDV-XN|10-Feb-2024|China	10-Feb-2024	missing_or_unparseable_date
PQ124011.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-ZY S protein gene, complete cds	G2cchinanew.txt	1131	G2c	PQ124011.1|SCABTC-PEDV-ZY|20-Nov-2023|China	20-Nov-2023	missing_or_unparseable_date
PQ124012.1	Porcine epidemic diarrhea virus strain SCABTC-PEDV-ZYC S protein gene, complete cds	G2cchinanew.txt	180	G2c	PQ124012.1|SCABTC-PEDV-ZYC|16-Nov-2023|China	16-Nov-2023	missing_or_unparseable_date
PQ631046.1	Porcine epidemic diarrhea virus isolate PEDV HLJHG, complete genome	G2cchinanew.txt	246	G2c	PQ631046.1|PEDV_HLJHG|01-Nov-2022|China	01-Nov-2022	missing_or_unparseable_date
PQ642131.1	Porcine epidemic diarrhea virus isolate GD1S spike protein (S) gene, complete cds	G2cchinanew.txt	905	G2c	PQ642131.1|GD1S|01-Apr-2024|China	01-Apr-2024	missing_or_unparseable_date
PQ846960.1	Porcine epidemic diarrhea virus isolate GZ/2024, complete genome	G2cchinanew.txt	446	G2c	PQ846960.1|GZ/2024|08-Feb-2024|China	08-Feb-2024	missing_or_unparseable_date
PV098397.1	Porcine epidemic diarrhea virus isolate PEDV-BJ-2023, complete genome	G2cchinanew.txt	229	G2c	PV098397.1|PEDV-BJ-2023|10-Feb-2023|China	10-Feb-2023	missing_or_unparseable_date
PV098398.1	Porcine epidemic diarrhea virus isolate PEDV-ZY-2023, complete genome	G2cchinanew.txt	947	G2c	PV098398.1|PEDV-ZY-2023|10-Feb-2023|China	10-Feb-2023	missing_or_unparseable_date
PV164718.1	Porcine epidemic diarrhea virus isolate PEDV HN22HN1101 spike protein (S) gene, complete cds	G2cchinanew.txt	555	G2c	PV164718.1|PEDV_HN22HN1101|24-Nov-2022|China	24-Nov-2022	missing_or_unparseable_date
PV164719.1	Porcine epidemic diarrhea virus isolate PEDV JS22SQ0301-02 spike protein (S) gene, complete cds	G2cchinanew.txt	754	G2c	PV164719.1|PEDV_JS22SQ0301-02|08-Mar-2022|China	08-Mar-2022	missing_or_unparseable_date
PV164723.1	Porcine epidemic diarrhea virus isolate PEDV YN23YN0501-01 spike protein (S) gene, complete cds	G2cchinanew.txt	1069	G2c	PV164723.1|PEDV_YN23YN0501-01|21-May-2023|China	21-May-2023	missing_or_unparseable_date
PV164724.1	Porcine epidemic diarrhea virus isolate PEDV ZJ23HZ0201 spike protein (S) gene, complete cds	G2cchinanew.txt	899	G2c	PV164724.1|PEDV_ZJ23HZ0201|20-Feb-2023|China	20-Feb-2023	missing_or_unparseable_date
PV164725.1	Porcine epidemic diarrhea virus isolate PEDV ZJ23HZ0401-01 spike protein (S) gene, complete cds	G2cchinanew.txt	921	G2c	PV164725.1|PEDV_ZJ23HZ0401-01|14-Apr-2023|China	14-Apr-2023	missing_or_unparseable_date
PV164726.1	Porcine epidemic diarrhea virus isolate PEDV ZJ23LS0201-02 spike protein (S) gene, complete cds	G2cchinanew.txt	1086	G2c	PV164726.1|PEDV_ZJ23LS0201-02|17-Feb-2023|China	17-Feb-2023	missing_or_unparseable_date
PV164730.1	Porcine epidemic diarrhea virus isolate PEDV AH24AH0501-01 spike protein (S) gene, complete cds	G2cchinanew.txt	866	G2c	PV164730.1|PEDV_AH24AH0501-01|28-May-2024|China	28-May-2024	missing_or_unparseable_date
PV164731.1	Porcine epidemic diarrhea virus isolate PEDV HN24HN0401 spike protein (S) gene, complete cds	G2cchinanew.txt	911	G2c	PV164731.1|PEDV_HN24HN0401|15-Apr-2024|China	15-Apr-2024	missing_or_unparseable_date
PV164732.1	Porcine epidemic diarrhea virus isolate PEDV SX24SX0701-04 spike protein (S) gene, complete cds	G2cchinanew.txt	1075	G2c	PV164732.1|PEDV_SX24SX0701-04|22-Jul-2024|China	22-Jul-2024	missing_or_unparseable_date
PV164733.1	Porcine epidemic diarrhea virus isolate PEDV ZJ24LS0201 spike protein (S) gene, complete cds	G2cchinanew.txt	842	G2c	PV164733.1|PEDV_ZJ24LS0201|25-Feb-2024|China	25-Feb-2024	missing_or_unparseable_date
PV164735.1	Porcine epidemic diarrhea virus isolate PEDV ZJ24NB0401 spike protein (S) gene, complete cds	G2cchinanew.txt	849	G2c	PV164735.1|PEDV_ZJ24NB0401|03-Apr-2024|China	03-Apr-2024	missing_or_unparseable_date
PV235412.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate 2024-GXYL sequence	G2cchinanew.txt	929	G2c	PV235412.1|2024-GXYL|31-Jan-2024|China	31-Jan-2024	missing_or_unparseable_date
PV235413.1	Porcine epidemic diarrhea virus isolate 2024-JXNC spike (S) gene, complete cds	G2cchinanew.txt	655	G2c	PV235413.1|2024-JXNC|14-Nov-2024|China	14-Nov-2024	missing_or_unparseable_date
PV235414.1	Porcine epidemic diarrhea virus isolate 2024-JXYX spike (S) gene, complete cds	G2cchinanew.txt	314	G2c	PV235414.1|2024-JXYX|14-Nov-2024|China	14-Nov-2024	missing_or_unparseable_date
PV235415.1	Porcine epidemic diarrhea virus isolate 2021-HBMC spike (S) gene, complete cds	G2cchinanew.txt	854	G2c	PV235415.1|2021-HBMC|15-Aug-2021|China	15-Aug-2021	missing_or_unparseable_date
PV536060.1	Porcine epidemic diarrhea virus isolate PEDV-AHCD1-2023, partial genome	G2cchinanew.txt	1188	G2c	PV536060.1|PEDV-AHCD1-2023|16-May-2023|China	16-May-2023	missing_or_unparseable_date
PV536061.1	Porcine epidemic diarrhea virus isolate PEDV-AHCD5-2023, partial genome	G2cchinanew.txt	1189	G2c	PV536061.1|PEDV-AHCD5-2023|16-May-2023|China	16-May-2023	missing_or_unparseable_date
PV536062.1	Porcine epidemic diarrhea virus isolate PEDV-AHFW5-2023, partial genome	G2cchinanew.txt	681	G2c	PV536062.1|PEDV-AHFW5-2023|10-Nov-2023|China	10-Nov-2023	missing_or_unparseable_date
PV536063.1	Porcine epidemic diarrhea virus isolate PEDV-AHHJ13-2023, partial genome	G2cchinanew.txt	683	G2c	PV536063.1|PEDV-AHHJ13-2023|02-Aug-2023|China	02-Aug-2023	missing_or_unparseable_date
PV536064.1	Porcine epidemic diarrhea virus isolate PEDV-AHHJ17-2023, partial genome	G2cchinanew.txt	684	G2c	PV536064.1|PEDV-AHHJ17-2023|02-Aug-2023|China	02-Aug-2023	missing_or_unparseable_date
PV536065.1	Porcine epidemic diarrhea virus isolate PEDV-AHHJ19-2023, partial genome	G2cchinanew.txt	682	G2c	PV536065.1|PEDV-AHHJ19-2023|02-Aug-2023|China	02-Aug-2023	missing_or_unparseable_date
PV536067.1	Porcine epidemic diarrhea virus isolate PEDV-AHHT10-2023, partial genome	G2cchinanew.txt	991	G2c	PV536067.1|PEDV-AHHT10-2023|15-Jan-2024|China	15-Jan-2024	missing_or_unparseable_date
PV536075.1	Porcine epidemic diarrhea virus isolate PEDV-AHJN3-2023, partial genome	G2cchinanew.txt	992	G2c	PV536075.1|PEDV-AHJN3-2023|15-Jan-2024|China	15-Jan-2024	missing_or_unparseable_date
PV536076.1	Porcine epidemic diarrhea virus isolate PEDV-AHLY25-2022, partial genome	G2cchinanew.txt	900	G2c	PV536076.1|PEDV-AHLY25-2022|01-Dec-2022|China	01-Dec-2022	missing_or_unparseable_date
PV536077.1	Porcine epidemic diarrhea virus isolate PEDV-AHLY7-2022, partial genome	G2cchinanew.txt	901	G2c	PV536077.1|PEDV-AHLY7-2022|01-Dec-2022|China	01-Dec-2022	missing_or_unparseable_date
PV536078.1	Porcine epidemic diarrhea virus isolate PEDV-AHSG1-2023, partial genome	G2cchinanew.txt	993	G2c	PV536078.1|PEDV-AHSG1-2023|15-Jan-2024|China	15-Jan-2024	missing_or_unparseable_date
PV536082.1	Porcine epidemic diarrhea virus isolate PEDV-GSLX2-2023, partial genome	G2cchinanew.txt	827	G2c	PV536082.1|PEDV-GSLX2-2023|22-Jun-2023|China	22-Jun-2023	missing_or_unparseable_date
PV536083.1	Porcine epidemic diarrhea virus isolate PEDV-GSLX3-2023, partial genome	G2cchinanew.txt	828	G2c	PV536083.1|PEDV-GSLX3-2023|22-Jun-2023|China	22-Jun-2023	missing_or_unparseable_date
PV536084.1	Porcine epidemic diarrhea virus isolate PEDV-GSXY6-2023, partial genome	G2cchinanew.txt	834	G2c	PV536084.1|PEDV-GSXY6-2023|15-Dec-2023|China	15-Dec-2023	missing_or_unparseable_date
PV536085.1	Porcine epidemic diarrhea virus isolate PEDV-GSXY7-2023, partial genome	G2cchinanew.txt	835	G2c	PV536085.1|PEDV-GSXY7-2023|15-Dec-2023|China	15-Dec-2023	missing_or_unparseable_date
PV536087.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-GSYT4-2023, partial genome	G2cchinanew.txt	832	G2c	PV536087.1|PEDV-GSYT4-2023|14-Apr-2023|China	14-Apr-2023	missing_or_unparseable_date
PV536088.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-GSYT5-2023, partial genome	G2cchinanew.txt	833	G2c	PV536088.1|PEDV-GSYT5-2023|14-Apr-2023|China	14-Apr-2023	missing_or_unparseable_date
PV536089.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-GSYT8-2023, partial genome	G2cchinanew.txt	836	G2c	PV536089.1|PEDV-GSYT8-2023|14-Apr-2023|China	14-Apr-2023	missing_or_unparseable_date
PV536090.1	Porcine epidemic diarrhea virus isolate PEDV-GSYT9-2023, partial genome	G2cchinanew.txt	837	G2c	PV536090.1|PEDV-GSYT9-2023|14-Apr-2023|China	14-Apr-2023	missing_or_unparseable_date
PV536092.1	Porcine epidemic diarrhea virus isolate PEDV-HuBXL10-2023, partial genome	G2cchinanew.txt	925	G2c	PV536092.1|PEDV-HuBXL10-2023|27-Aug-2023|China	27-Aug-2023	missing_or_unparseable_date
PV536094.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-HuBXL14-2023, partial genome	G2cchinanew.txt	924	G2c	PV536094.1|PEDV-HuBXL14-2023|27-Aug-2023|China	27-Aug-2023	missing_or_unparseable_date
PV536095.1	Porcine epidemic diarrhea virus isolate PEDV-HuBXL2-2023, partial genome	G2cchinanew.txt	926	G2c	PV536095.1|PEDV-HuBXL2-2023|27-Aug-2023|China	27-Aug-2023	missing_or_unparseable_date
PV536096.1	Porcine epidemic diarrhea virus isolate PEDV-HuBXL4-2023, partial genome	G2cchinanew.txt	927	G2c	PV536096.1|PEDV-HuBXL4-2023|27-Aug-2023|China	27-Aug-2023	missing_or_unparseable_date
PV536097.1	Porcine epidemic diarrhea virus isolate PEDV-JLBC9-2023, partial genome	G2cchinanew.txt	328	G2c	PV536097.1|PEDV-JLBC9-2023|24-Dec-2023|China	24-Dec-2023	missing_or_unparseable_date
PV536098.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-JLCG12-2024, partial genome	G2cchinanew.txt	919	G2c	PV536098.1|PEDV-JLCG12-2024|20-Apr-2024|China	20-Apr-2024	missing_or_unparseable_date
PV536100.1	Porcine epidemic diarrhea virus isolate PEDV-JLCG9-2024, partial genome	G2cchinanew.txt	293	G2c	PV536100.1|PEDV-JLCG9-2024|20-Apr-2024|China	20-Apr-2024	missing_or_unparseable_date
PV536101.1	Porcine epidemic diarrhea virus isolate PEDV-JSJL1-2023, partial genome	G2cchinanew.txt	748	G2c	PV536101.1|PEDV-JSJL1-2023|05-Apr-2022|China	05-Apr-2022	missing_or_unparseable_date
PV536102.1	Porcine epidemic diarrhea virus isolate PEDV-JSYM2-2023, partial genome	G2cchinanew.txt	945	G2c	PV536102.1|PEDV-JSYM2-2023|16-Jan-2024|China	16-Jan-2024	missing_or_unparseable_date
PV536103.1	Porcine epidemic diarrhea virus isolate PEDV-JSYM5-2023, partial genome	G2cchinanew.txt	946	G2c	PV536103.1|PEDV-JSYM5-2023|16-Jan-2024|China	16-Jan-2024	missing_or_unparseable_date
PV536104.1	Porcine epidemic diarrhea virus isolate PEDV-LNDC35-2023, partial genome	G2cchinanew.txt	181	G2c	PV536104.1|PEDV-LNDC35-2023|28-Feb-2024|China	28-Feb-2024	missing_or_unparseable_date
PV536105.1	Porcine epidemic diarrhea virus isolate PEDV-LNDC36-2023, partial genome	G2cchinanew.txt	182	G2c	PV536105.1|PEDV-LNDC36-2023|28-Feb-2024|China	28-Feb-2024	missing_or_unparseable_date
PV536107.1	Porcine epidemic diarrhea virus isolate PEDV-SDJG18-2023, partial genome	G2cchinanew.txt	967	G2c	PV536107.1|PEDV-SDJG18-2023|19-Sep-2023|China	19-Sep-2023	missing_or_unparseable_date
PV536113.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-XJDB5-2023, partial genome	G2cchinanew.txt	287	G2c	PV536113.1|PEDV-XJDB5-2023|10-Apr-2023|China	10-Apr-2023	missing_or_unparseable_date
PV536114.1	Porcine epidemic diarrhea virus isolate PEDV-XJDB9-2023, partial genome	G2cchinanew.txt	288	G2c	PV536114.1|PEDV-XJDB9-2023|10-Apr-2023|China	10-Apr-2023	missing_or_unparseable_date
PV536115.1	Porcine epidemic diarrhea virus isolate PEDV-XJTYQ11-2023, partial genome	G2cchinanew.txt	270	G2c	PV536115.1|PEDV-XJTYQ11-2023|14-Aug-2023|China	14-Aug-2023	missing_or_unparseable_date
PV536116.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-XJTYQ8-2023, partial genome	G2cchinanew.txt	271	G2c	PV536116.1|PEDV-XJTYQ8-2023|14-Aug-2023|China	14-Aug-2023	missing_or_unparseable_date
PV536117.1	Porcine epidemic diarrhea virus isolate PEDV-YNQW1-2023, partial genome	G2cchinanew.txt	233	G2c	PV536117.1|PEDV-YNQW1-2023|26-Mar-2023|China	26-Mar-2023	missing_or_unparseable_date
PV536118.1	Porcine epidemic diarrhea virus isolate PEDV-YNQW21-2023, partial genome	G2cchinanew.txt	232	G2c	PV536118.1|PEDV-YNQW21-2023|26-Mar-2023|China	26-Mar-2023	missing_or_unparseable_date
PV536119.1	Porcine epidemic diarrhea virus isolate PEDV-YNQW2-2023, partial genome	G2cchinanew.txt	234	G2c	PV536119.1|PEDV-YNQW2-2023|26-Mar-2023|China	26-Mar-2023	missing_or_unparseable_date
PV536120.1	Porcine epidemic diarrhea virus isolate PEDV-YNQW22-2023, partial genome	G2cchinanew.txt	235	G2c	PV536120.1|PEDV-YNQW22-2023|26-Mar-2023|China	26-Mar-2023	missing_or_unparseable_date
PV536121.1	UNVERIFIED_ASMBLY: Porcine epidemic diarrhea virus isolate PEDV-YNQW24-2023, partial genome	G2cchinanew.txt	236	G2c	PV536121.1|PEDV-YNQW24-2023|26-Mar-2023|China	26-Mar-2023	missing_or_unparseable_date
PV837602.1	Porcine epidemic diarrhea virus strain swine/QD2306, complete genome	G2cchinanew.txt	1085	G2c	PV837602.1|swine/QD2306|28-Jun-2023|China	28-Jun-2023	missing_or_unparseable_date
PV890852.1	Porcine epidemic diarrhea virus isolate HNNY-10 spike protein (S) gene, complete cds	G2cchinanew.txt	1137	G2c	PV890852.1|HNNY-10|28-Nov-2023|China	28-Nov-2023	missing_or_unparseable_date
PV890853.1	Porcine epidemic diarrhea virus isolate HNNY-11 spike protein (S) gene, complete cds	G2cchinanew.txt	1138	G2c	PV890853.1|HNNY-11|28-Nov-2023|China	28-Nov-2023	missing_or_unparseable_date
PV890854.1	Porcine epidemic diarrhea virus isolate HNNY-12 spike protein (S) gene, complete cds	G2cchinanew.txt	1136	G2c	PV890854.1|HNNY-12|28-Nov-2023|China	28-Nov-2023	missing_or_unparseable_date
PV890855.1	Porcine epidemic diarrhea virus isolate HNJZ-14 spike protein (S) gene, complete cds	G2cchinanew.txt	1003	G2c	PV890855.1|HNJZ-14|25-Dec-2023|China	25-Dec-2023	missing_or_unparseable_date
PV890856.1	Porcine epidemic diarrhea virus isolate HNXC-15 spike protein (S) gene, complete cds	G2cchinanew.txt	190	G2c	PV890856.1|HNXC-15|06-Dec-2023|China	06-Dec-2023	missing_or_unparseable_date
PV890858.1	Porcine epidemic diarrhea virus isolate HNYZ-8 spike protein (S) gene, complete cds	G2cchinanew.txt	191	G2c	PV890858.1|HNYZ-8|29-Nov-2023|China	29-Nov-2023	missing_or_unparseable_date
PV890859.1	Porcine epidemic diarrhea virus isolate HNYZ-9 spike protein (S) gene, complete cds	G2cchinanew.txt	192	G2c	PV890859.1|HNYZ-9|29-Nov-2023|China	29-Nov-2023	missing_or_unparseable_date
PV890860.1	Porcine epidemic diarrhea virus isolate HNZK-38 spike protein (S) gene, complete cds	G2cchinanew.txt	965	G2c	PV890860.1|HNZK-38|02-Dec-2024|China	02-Dec-2024	missing_or_unparseable_date
PV890861.1	Porcine epidemic diarrhea virus isolate HNZK-39 spike protein (S) gene, complete cds	G2cchinanew.txt	966	G2c	PV890861.1|HNZK-39|02-Dec-2024|China	02-Dec-2024	missing_or_unparseable_date
PV890862.1	Porcine epidemic diarrhea virus isolate HNBY-31 spike protein (S) gene, complete cds	G2cchinanew.txt	1100	G2c	PV890862.1|HNBY-31|14-Feb-2024|China	14-Feb-2024	missing_or_unparseable_date
PV890863.1	Porcine epidemic diarrhea virus isolate HNBY-32 spike protein (S) gene, complete cds	G2cchinanew.txt	1101	G2c	PV890863.1|HNBY-32|14-Feb-2024|China	14-Feb-2024	missing_or_unparseable_date
PV890864.1	Porcine epidemic diarrhea virus isolate HNPY-22 spike protein (S) gene, complete cds	G2cchinanew.txt	1191	G2c	PV890864.1|HNPY-22|20-Jan-2024|China	20-Jan-2024	missing_or_unparseable_date
PV890865.1	Porcine epidemic diarrhea virus isolate HNHB-23 spike protein (S) gene, complete cds	G2cchinanew.txt	904	G2c	PV890865.1|HNHB-23|20-Jan-2024|China	20-Jan-2024	missing_or_unparseable_date
PV890866.1	Porcine epidemic diarrhea virus isolate HNLS-28 spike protein (S) gene, complete cds	G2cchinanew.txt	942	G2c	PV890866.1|HNLS-28|29-Jan-2024|China	29-Jan-2024	missing_or_unparseable_date
PV890867.1	Porcine epidemic diarrhea virus isolate HNBY-33 spike protein (S) gene, complete cds	G2cchinanew.txt	1099	G2c	PV890867.1|HNBY-33|18-Feb-2024|China	18-Feb-2024	missing_or_unparseable_date
PV890868.1	Porcine epidemic diarrhea virus isolate HNZK-62 spike protein (S) gene, complete cds	G2cchinanew.txt	951	G2c	PV890868.1|HNZK-62|24-Feb-2025|China	24-Feb-2025	missing_or_unparseable_date
PV890869.1	Porcine epidemic diarrhea virus isolate HNPDS-56 spike protein (S) gene, complete cds	G2cchinanew.txt	1081	G2c	PV890869.1|HNPDS-56|14-Nov-2024|China	14-Nov-2024	missing_or_unparseable_date
PV890870.1	Porcine epidemic diarrhea virus isolate HNZM-55 spike protein (S) gene, complete cds	G2cchinanew.txt	923	G2c	PV890870.1|HNZM-55|12-Dec-2024|China	12-Dec-2024	missing_or_unparseable_date
PV935323.1	Porcine epidemic diarrhea virus isolate JX2307 spike protein (S) gene, complete cds	G2cchinanew.txt	917	G2c	PV935323.1|JX2307|29-Jul-2023|China	29-Jul-2023	missing_or_unparseable_date
PV935324.1	Porcine epidemic diarrhea virus isolate GX2311 spike protein (S) gene, complete cds	G2cchinanew.txt	1060	G2c	PV935324.1|GX2311|12-Nov-2023|China	12-Nov-2023	missing_or_unparseable_date
PX470115.1	Porcine epidemic diarrhea virus isolate HeN2024 S protein (S) gene, complete cds	G2cchinanew.txt	939	G2c	PX470115.1|HeN2024|20-Nov-2024|China	20-Nov-2024	missing_or_unparseable_date
PX619214.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate SHB/2025-01 genomic sequence	G2cchinanew.txt	439	G2c	PX619214.1|SHB/2025-01|03-Oct-2024|China	03-Oct-2024	missing_or_unparseable_date
PX619216.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate SHC/2025-01 genomic sequence	G2cchinanew.txt	894	G2c	PX619216.1|SHC/2025-01|03-Oct-2024|China	03-Oct-2024	missing_or_unparseable_date
PX619217.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate SHC/2025-03 genomic sequence	G2cchinanew.txt	893	G2c	PX619217.1|SHC/2025-03|03-Oct-2024|China	03-Oct-2024	missing_or_unparseable_date
PX619218.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate SHA/2025 genomic sequence	G2cchinanew.txt	307	G2c	PX619218.1|SHA/2025|03-Oct-2024|China	03-Oct-2024	missing_or_unparseable_date
